20
# x y z
10	-0.5	0
10	-3	0
10	-5.5	0
10	-8	0
10	-10.5	0
10	-13	0
10	-15.5	0
10	-18	0
10	-20.5	0
10	-23	0
-10	-0.5	0
-10	-3	0
-10	-5.5	0
-10	-8	0
-10	-10.5	0
-10	-13	0
-10	-15.5	0
-10	-18	0
-10	-20.5	0
-10	-23	0
100
# g s err t valid 
19	7	3.09138697852424e-05	2.09165052615725e-02	1
20	7	3.16682230015191e-05	2.16885067437881e-02	1
11	8	4.06622705147357e-05	3.06301205589579e-02	1
12	8	3.63050242869224e-05	2.63330220825105e-02	1
13	8	3.25383388769747e-05	2.24748670627612e-02	1
14	8	3.11128152144515e-05	2.10725549137490e-02	1
15	8	3.02718762271481e-05	2.02393786485793e-02	1
16	8	3.01483527698657e-05	2.01492780557325e-02	1
17	8	3.07609205506126e-05	2.07847328666727e-02	1
18	8	3.08182391818368e-05	2.07913842821523e-02	1
19	8	3.02389676154812e-05	2.02439976867374e-02	1
20	8	3.06805595358848e-05	2.07000659219962e-02	1
11	9	4.19230696758482e-05	3.19684166853604e-02	1
12	9	3.75658234480349e-05	2.75552008225879e-02	1
13	9	3.37991380380872e-05	2.38516885303222e-02	1
14	9	3.23736143755640e-05	2.23458278389803e-02	1
15	9	3.15326753882606e-05	2.15238572619741e-02	1
16	9	3.14091519309782e-05	2.14064688534072e-02	1
17	9	3.20217197117251e-05	2.20146878174385e-02	1
18	9	3.08795853899504e-05	2.08124655579229e-02	1
19	9	3.00870166574884e-05	2.01142854963281e-02	1
20	9	3.02440849683406e-05	2.02667782719615e-02	1
11	10	4.37074935161980e-05	3.36823503549602e-02	1
12	10	3.93502472883847e-05	2.93357288877713e-02	1
13	10	3.55670119660066e-05	2.55942473430199e-02	1
14	10	3.41072781676009e-05	2.40697375966906e-02	1
15	10	3.31981215162054e-05	2.32224832824450e-02	1
16	10	3.30481613937271e-05	2.30471179303471e-02	1
17	10	3.29215286582357e-05	2.28795885447581e-02	1
18	10	3.12338298513961e-05	2.12441482172975e-02	1
19	10	3.02485413551927e-05	2.02321310623601e-02	1
20	10	3.00932199537896e-05	2.00615610267366e-02	1
0
